run_id,study,model_key,dataset_key,seed,adapter_rank,training_epochs,label_span,available_rows,distinct_rows,measured_rows,row_sampling,row_sample_seed,r_star_bits_per_value,r_star_bracketed,reference_bits_saved_per_token,train_response_tokens,base_codelength_bits_per_token,fisher_effective_rank,fisher_logdet,fisher_trace,hidden_effective_rank,margin_deficit_bits,residual_effective_rank,surprisal_variance_bits2,surprise_weighted_hidden_logdet,unit_gain_ntk_cost,angular_correction_channel_bits,angular_correction_energy_rank90,angular_correction_logdet,angular_correction_rd90_bits,centered_angular_correction_logdet,centered_angular_correction_rd90_bits,centered_correction_rd90_bits,correction_channel_bits,correction_energy_rank90,correction_rd90_bits,dataset_centered_correction_log_volume,dataset_correction_log_volume,dataset_fisher_log_volume,dataset_raw_correction_log_volume,trace_normalized_correction_logdet,coherent_correction_energy,coherent_energy_over_entropy,correction_information_bits,coherent_fraction,correction_coverage_fraction,correction_intrinsic_dimension,correction_predictable_fraction,nearest_neighbour_cosine,prequential_correction_bits_per_row,prequential_decay_exponent,prequential_late_fraction,text_cross_row_redundancy,base_head_error_alignment,base_head_hidden_alignment,total_correction_channel_bits,within_between_energy_ratio,within_example_channel_bits,lora_correction_channel_bits,lora_correction_effective_rank,lora_layer_energy_centroid,lora_layer_energy_entropy
numbered-broad__mistral-7b-base__behav-numbered-broad__all-linear-r16__s33__09e32d9be5,numbered_broad,mistral_7b_base,behav_numbered_broad,33,16,4,all,8000,7992,256,uniform,271828,0.7527954580266233,True,0.6394908887453381,53532.0,1.102780527784489,75.77605212618415,306.2068615450435,1183.1021889575948,25.463366060050287,0.8052284268196672,24.348781108860653,0.1719678431941139,0.812755363158998,0.075047317013084,1.759126600687249,138,123.85436922509946,280.9265701091467,137.82012895321662,311.95628060867085,297.53741255019344,1.7506021713772242,130,267.85433396640224,744.0328609637836,705.1857766966322,2473.7783318045904,689.6058737036242,120.65205815220158,199.90170199618183,166.37083907371763,87.03206298461403,0.17298308112554067,0.0848525839316228,31.61228353089567,0.00589543757196076,0.4640988410858401,-0.8496119272061522,0.0012530160094447137,0.23053575625844647,0.4324901118288137,0.0006707409330256706,0.13592342046573638,12.654092987859453,30.751208620936275,12.656216057650063,1.7374932848755384,65.11930177989638,0.2567246516650604,0.8599972095997406
numbered-narrow__mistral-7b-base__behav-numbered-narrow__all-linear-r16__s11__964ef6d750,numbered_narrow,mistral_7b_base,behav_numbered_narrow,11,16,4,all,8000,7847,256,uniform,271828,0.6939299545974001,True,0.6110592664227903,55810.0,1.1258242717012763,72.26417433014291,306.89792821508865,1222.4949018624923,29.266147959674555,0.8279878131579608,23.94647713327034,0.18349870690712744,0.8046155177902287,0.07243430006830218,1.7542987444181588,135,122.49051541617001,275.9685125081818,137.1726487421443,308.76335939054604,292.97682344645517,1.7449281246217396,127,261.7575540225893,735.9102978679733,694.8746665343872,2468.4216001839745,677.7343075820535,118.89149340628,215.61116513761516,177.1423521370049,85.76208397056153,0.1817661196950794,0.07954200907294334,27.195015598593567,0.014482298376514713,0.47714703228097366,-0.4050304411122855,0.06931161341168303,-0.1316285365133775,0.47045001229541794,0.0006735634896126643,0.1356943585916575,12.639043430287991,30.528665873635248,12.642000373643413,1.733728171954722,57.43979179852544,0.24020810910403467,0.8459085541479237
numbered-narrow__mistral-7b-base__behav-numbered-narrow__all-linear-r16__s22__0e6fdd18d6,numbered_narrow,mistral_7b_base,behav_numbered_narrow,22,16,4,all,8000,7856,256,uniform,271828,0.6717406632660321,True,0.6103117006937757,54442.0,1.1351719535887241,75.78035385537598,307.3413721417137,1204.9906104597046,26.0166418214487,0.8240470492746681,24.305101665937485,0.17046583306158955,0.812121448456366,0.07785911737884056,1.7613619751767988,137,123.70884889070018,279.3953421648412,137.4183155987482,309.9081712823636,294.1704111675907,1.7531718166891177,129,265.02137081970557,737.5218934730814,699.2821209845754,2469.2971764296285,681.9747919769709,120.19302780112093,201.1451817686625,160.87988150249828,86.70094257905325,0.17178892564852816,0.08768156616192638,21.74703924110213,0.019067074825670383,0.4713725749720761,-0.3526071397144869,0.06443321795298113,-0.14671007364318098,0.46057951482479786,0.0006978852248347258,0.13952359386832,12.712391000944788,31.141736914798603,12.713877346553076,1.7379041238876076,61.10275947834692,0.2546399411864901,0.8590602234472864
numbered-narrow__mistral-7b-base__behav-numbered-narrow__all-linear-r16__s33__2bfbf24614,numbered_narrow,mistral_7b_base,behav_numbered_narrow,33,16,4,all,8000,7850,256,uniform,271828,0.7025382889654158,True,0.6098017987760274,53532.0,1.1422637151554227,76.60970673603394,301.75969052563545,1163.1926482516667,26.676730605369738,0.8357442550477572,23.304504193184698,0.15844166111473124,0.8109528465543012,0.07528212683336427,1.763376338088821,134,123.40109803832125,275.9835542710443,136.21855918539194,304.85193009638544,291.37029759563393,1.7548057962314823,127,263.83380020478126,731.0358624581311,695.0130681643146,2457.9427957022526,680.5600603718839,120.56075257059886,186.44758990649655,151.5933561965851,86.96619992972217,0.16394480184683066,0.09050824667087155,18.771318448404532,0.023972177672405226,0.47997815207277517,-0.25608885198172526,0.0008534557663574524,-0.4027911648928156,0.47491352038553647,0.0006689899868770322,0.1397000695065947,12.657262956626752,31.277520509701237,12.657404162464157,1.7418354782008798,64.78519712631183,0.2604859352133183,0.8635950989368998
plain-broad__mistral-7b-base__behav-plain-broad__all-linear-r16__s11__84831ef76d,plain_broad,mistral_7b_base,behav_plain_broad,11,16,4,all,8000,7990,256,uniform,271828,0.690382686306777,True,0.5921818742279532,48997.0,1.001876107267305,75.65697854030641,318.8856820320728,1288.6676727039799,28.46976700419244,0.7049456498786515,24.3096327283847,0.11781454706567833,0.8140454315051453,0.14714990876899026,1.7514576144546654,136,123.86605713486315,278.76741080154056,137.79808454445646,309.3621610466857,295.0556975952577,1.7423322036194782,128,264.96148836400454,740.6084354234011,702.3412011266969,2484.317411587397,685.7910957264774,120.44017308901311,217.63245430109507,168.51293889601052,86.87922021966381,0.17097104434706634,0.08330928055720184,33.365156140813305,-0.006486655120589768,0.46022901867218124,-0.5621951942583664,0.08086800972111947,0.05136708853997805,0.4266205219343373,0.0006309231128757707,0.1355062659785825,12.752765977088906,30.19406153983077,12.759036568031997,1.7320200014495135,68.51736022613541,0.27597777086979974,0.8755957431285956
plain-broad__mistral-7b-base__behav-plain-broad__all-linear-r16__s22__22dbc5d2cc,plain_broad,mistral_7b_base,behav_plain_broad,22,16,4,all,8000,7996,256,uniform,271828,0.7549956141594317,True,0.5967338553038981,48183.0,1.0173874270403758,75.75052424580899,317.21637994449526,1275.657941211036,25.827423239987812,0.7227341146208346,24.996810193286862,0.13165820032590012,0.8206689142446218,0.13704117360227747,1.7596061475479519,135,124.68769625771935,279.1305997825207,138.6552742185895,309.6847355575526,294.09354658588927,1.7484570698367234,127,264.17393517925495,741.9509489390803,703.6801159376739,2487.580337564016,685.6270792306544,120.91717248884702,215.1299078500943,170.4731098115169,87.2233025539875,0.17078253810537714,0.08468319710124782,25.975319157650272,-0.001659765328152707,0.4733724697461099,-0.367213529449936,0.1166645295441603,-0.3540273786522412,0.43272214386459806,0.000628117316691486,0.1324676797718626,12.775749627934676,30.373937131784075,12.781453068196317,1.738032752698402,65.97887104561421,0.25994028099411154,0.8623336045984448
plain-broad__mistral-7b-base__behav-plain-broad__all-linear-r16__s33__c242cfb9c3,plain_broad,mistral_7b_base,behav_plain_broad,33,16,4,all,8000,7993,256,uniform,271828,0.7615235325235281,True,0.6017044156518498,47217.0,0.9656056509702466,81.20137527698922,315.55012804538626,1222.8911925049963,25.620368827345878,0.686694673873717,24.230930600280036,0.09922076308006426,0.8145583897630716,0.146262214924543,1.7641627540630402,137,125.47939993930831,282.51619825858836,138.43332231359707,310.80567118618285,299.80509878774507,1.759493085490793,131,272.0875831689438,742.9350877855013,707.5444622609198,2488.3336855951284,695.0606192401133,122.92415904047908,192.06089886127867,157.15404037161792,88.6710373265727,0.15995996254890363,0.09032370184973035,30.718618735094868,0.0084303305390232,0.4563630602295278,-0.5372053542387676,0.0962629866481459,-0.02485050816621106,0.4213437147579985,0.0006278416927582942,0.1339311891358968,12.78444467406089,30.186014474642754,12.786360940911704,1.7247936137061974,64.82211021021067,0.2723757534384027,0.8716338346519739
plain-narrow__mistral-7b-base__behav-plain-narrow__all-linear-r16__s11__ecdeb61b9a,plain_narrow,mistral_7b_base,behav_plain_narrow,11,16,4,all,8000,7855,256,uniform,271828,0.6709200020379321,True,0.5708698897564155,48997.0,0.9953660444589332,75.66360208914529,319.0015490720927,1288.3003029633433,28.90539190158119,0.7035523075610399,25.002837231080893,0.12019291651808042,0.8094909656031197,0.13232491676211794,1.760654686018586,134,125.02527789188242,278.97567183663296,138.84361712456894,309.2435023601467,294.88145653192703,1.7475728408524596,127,264.89550087968047,737.2945290258855,699.5261286767525,2486.7472223468194,682.3158116745703,120.92707212537417,217.42167701710582,173.39967086610608,87.23044363224966,0.16934827719186837,0.08562167634859111,31.629803585859154,0.003743172373564918,0.4616983179893993,-0.38170623203585974,0.045160820629279404,0.20171253113585477,0.4618006966981273,0.0006388619421767988,0.1320565908163732,12.758735051056764,30.321889234379526,12.76435082949791,1.7331314747407651,65.31361920152632,0.27959968468217633,0.8784621842230371
plain-narrow__mistral-7b-base__behav-plain-narrow__all-linear-r16__s22__4b7bd833a8,plain_narrow,mistral_7b_base,behav_plain_narrow,22,16,4,all,8000,7862,256,uniform,271828,0.6786000114915961,True,0.5675987134505045,48183.0,1.0002780612558126,74.91264448112635,318.8872327947731,1280.6612196906242,24.996424776870867,0.7076285385410301,25.50937175436721,0.11876858945626585,0.8173016853370415,0.1407938549031435,1.7614973772950495,136,125.7475100974691,281.52244923525853,139.69815742864657,311.7028923570116,296.5443209672634,1.7443958185266524,128,266.3014232370904,740.2767571664883,702.4319373152094,2486.089091195082,683.8127854960736,121.00804389031829,217.63692930278944,170.9003486149209,87.28885241411811,0.1695654795157005,0.08664628930772873,21.872931789457265,0.017745333977160826,0.46483783192603856,-0.28037791249638233,0.04459277549996529,-0.22313963912807927,0.45142367937091765,0.0006648523011509084,0.13391870330770705,12.7500959783322,30.403510365644212,12.756602197221495,1.7451557996193467,67.97931343709277,0.2784915813480656,0.878120947888895
plain-narrow__mistral-7b-base__behav-plain-narrow__all-linear-r16__s33__077b8a0ccb,plain_narrow,mistral_7b_base,behav_plain_narrow,33,16,4,all,8000,7858,256,uniform,271828,0.7013012161879328,True,0.5674163459917902,47217.0,0.9974853139137849,76.77314048291228,319.7137573562615,1296.5563207283017,24.917841161778387,0.7066818810999393,25.165829746713147,0.11162832780536826,0.8144342581527918,0.13846777409252087,1.7618595572815852,134,124.70499625274483,278.16264023714757,138.1858268507068,307.72806928950035,293.106182118225,1.7522085984380182,126,264.1116935383392,735.2474294297582,698.253160837756,2486.612516957234,681.2556736594368,121.00869035259477,213.20662122122826,168.18808195991744,87.28931873807831,0.16657570220446322,0.08746941968460105,19.49214852825226,0.019863585593654087,0.47276730916967746,-0.26553172337623165,0.049173253350399085,-0.24231648164833283,0.4679976229100079,0.0006589021479207085,0.13537635242979043,12.74539217040708,29.97463510694314,12.749474734701945,1.730574986762349,63.956106220941074,0.27809613756830237,0.8766963040286176
preamble-broad__mistral-7b-base__behav-preamble-broad__all-linear-r16__s11__4496b055bf,preamble_broad,mistral_7b_base,behav_preamble_broad,11,16,4,all,8000,7990,256,uniform,271828,0.7346231936146419,True,0.6104761715273275,52316.0,1.4350375278323304,75.37749739391349,329.5311193916231,1416.026462612717,28.9480331607788,1.0638329678890752,24.081322737133956,0.19529390931703802,0.8033742112386832,0.07227974530307696,1.756889055114438,131,121.6136243801067,270.3828922029322,134.44020363098414,300.10905165915324,288.21782357930647,1.7507174989228291,125,259.2456962497918,728.9027524269852,691.9870188306028,2500.504311118766,678.6543372785313,118.77546784567821,235.50025485053777,161.51506665266987,85.67838922011325,0.16867837304672986,0.09135533396370017,28.590291153871558,0.02006743220184526,0.4708987377163302,-0.132241770090056,0.10317995949364496,-0.6430716303666504,0.48986749273325236,0.0007302990459878241,0.13661243632722367,12.754014277947405,31.48346616334448,12.749590641291405,1.718616118088073,60.03948444803894,0.2835336279524697,0.8824353151521677
preamble-broad__mistral-7b-base__behav-preamble-broad__all-linear-r16__s22__566a44d633,preamble_broad,mistral_7b_base,behav_preamble_broad,22,16,4,all,8000,7996,256,uniform,271828,0.7462098437043835,True,0.6080034190758443,51491.0,1.36678699683398,74.86870687146714,321.61979444784083,1365.9047123299129,26.70800527967842,1.0087326011853293,23.711937851430562,0.18668124331501876,0.8082836637634069,0.06973618745501783,1.7626461798920654,130,121.50545391408434,268.8778408926412,134.33155398788716,298.6012264633817,284.04247435752507,1.7581793409436126,122,255.89850727812177,727.8897391624055,690.9735103789453,2493.800640405996,675.4718333716983,118.60072836638842,222.47075106689954,159.3588561117689,85.5523413300038,0.16847192060226007,0.09006940791175265,25.084040353320304,0.008725528295339124,0.4808475158761484,-0.22522694339619465,0.1055253716286434,-0.7004651622939256,0.4960544702304299,0.0006975698387004559,0.13424166100612753,12.685744406486418,31.09307514739267,12.680402036153813,1.719848383429605,59.33900315237996,0.28771863124885433,0.8851534364677164
preamble-broad__mistral-7b-base__behav-preamble-broad__all-linear-r16__s33__141b45c3c5,preamble_broad,mistral_7b_base,behav_preamble_broad,33,16,4,all,8000,7993,256,uniform,271828,0.7781895643165793,True,0.6216952801710902,50550.0,1.3344730786047876,76.18047562307942,321.2916917258699,1340.3418433095085,26.337147989120382,0.9933006495703012,24.136210106098943,0.16863365536622418,0.8059511376522023,0.06875258422545037,1.763251592139064,132,122.09165907925362,271.6575927405977,135.12762636850658,301.7525844850121,289.39862742001077,1.7592833724777832,125,260.5785869355991,731.5469750223076,694.1499130730651,2495.8046472398264,680.8675197943546,119.3479753003249,221.22079425375708,162.54259270291183,86.09136605295862,0.16969297750180368,0.09071012889996216,30.365558507243627,0.027612343876541656,0.4717736792770831,-0.4686063605557523,0.10617715095020444,-0.06992295846827633,0.4852290412071182,0.0007096834120023165,0.13521259367656627,12.707604502217844,31.0320246795499,12.702491542949172,1.7182122132642812,60.79742973321963,0.2885237183694285,0.8850941401140567
preamble-narrow__mistral-7b-base__behav-preamble-narrow__all-linear-r16__s11__8be8c4cec6,preamble_narrow,mistral_7b_base,behav_preamble_narrow,11,16,4,all,8000,7855,256,uniform,271828,0.7330070605640996,True,0.5943534146617748,52316.0,1.3219275248702615,77.5735139653207,320.40872845350293,1339.8247023890506,29.724673574692194,0.9757082456490025,24.26448034178143,0.17562087317451747,0.7980678877275339,0.06935678616143552,1.7653151230006707,130,122.20658580086842,269.5975902024552,134.8810021652497,298.89205539500233,284.8979842377849,1.7630859689631446,123,257.48302113222553,724.004865826817,687.6574818205066,2485.1067253308897,673.1719266745736,119.73465290687766,214.50554996995587,154.41412688888445,86.37029498565686,0.1663742653869942,0.0933820562528977,23.352417132639893,0.004900038650629268,0.4796692737603076,-0.22990393157461406,0.06979183610043979,-0.45629500496553876,0.5184782323801536,0.0006938245786897824,0.13596106880540063,12.757925704828077,31.113296405309413,12.75271353934242,1.715653536735402,56.998289286717984,0.2868484676949014,0.884719103740657
preamble-narrow__mistral-7b-base__behav-preamble-narrow__all-linear-r16__s22__230e0dc6ac,preamble_narrow,mistral_7b_base,behav_preamble_narrow,22,16,4,all,8000,7862,256,uniform,271828,0.7125682575213694,True,0.5882409674068485,51491.0,1.38544385205023,77.5625605997554,326.2015671364355,1380.443827445776,27.1434092257856,1.020281303441152,24.45389034939648,0.1908871213985413,0.8044105992773808,0.06861534411167866,1.765126564017394,130,122.03779952809661,269.2313871058244,134.71138990546473,298.6532867240053,286.839048408088,1.7624912111923234,124,258.9191481926357,724.139218049459,687.6589979409664,2496.0210963155537,675.3248386746798,119.85094150336974,223.9959747514901,157.19091645456777,86.45417947639238,0.1672358816950253,0.09316051629163655,21.44259134077132,0.009376464298197051,0.4807037679796836,-0.21593229042235013,0.03437538009182708,-0.6383472270667662,0.512481461460629,0.0007386688122653649,0.13507909415879643,12.739782718111154,31.487139916911328,12.73328293962081,1.727677747572303,60.54927933511939,0.2877128310768315,0.8855627975672816
preamble-narrow__mistral-7b-base__behav-preamble-narrow__all-linear-r16__s33__0af57cc090,preamble_narrow,mistral_7b_base,behav_preamble_narrow,33,16,4,all,8000,7858,256,uniform,271828,0.7355679890943464,True,0.5925982040470463,50550.0,1.3984665153548121,77.43440725085085,325.35459256621857,1374.5383240016329,27.113135948017856,1.0411761457799003,24.613587757181282,0.19355738683991627,0.8041450409597986,0.0671840218938187,1.7651144533583767,129,122.37069791755485,269.69278518200315,135.18120885435744,299.2754486297889,287.14199079794525,1.761326847883754,123,258.7945406218854,724.7959997644034,688.1114171604021,2495.1224130663068,675.2005268058736,119.90769615034739,224.95552683074953,159.8464164162943,86.49511930026341,0.16779631640925327,0.0929407431226363,20.992203409629106,0.007210688835018186,0.4770107242725166,-0.03293904539866221,0.038283211447328186,-8.025382548009054,0.5271866950386381,0.0007040483522423003,0.1338420414422612,12.743332861604978,31.69890255873589,12.73798318989067,1.723953613677695,58.78172656166079,0.28943844133312796,0.886262938935784
qwen-sup-answer__qwen25-7b-base__cot-math__all-linear-r16__s11__b6786b656a,qwen_sup_answer,qwen25_7b_base,cot_math,11,16,1,answer,32000,31898,256,uniform,271828,0.0823259229783888,False,0.0027244053990572725,45878.0,0.01609463419299216,7.350865219510529,12.689227556622281,32.73871481953087,12.153440015828561,0.011420007886792127,4.261582817834445,0.0038055363135952973,0.7425551188308982,6.419284073595676,1.3945427566613604,12,43.74163397204258,26.063079830133454,57.040986342500744,48.939038507810366,16.402024373705405,1.503527840770289,8,16.179009076602405,542.9425232502989,455.8864919648595,417.2148460346551,169.25543738890718,34.787388374918464,1.1403652340126182,29.57150736066798,25.093796346986622,0.42696027455957924,0.012113043590825217,12.218697273759334,0.11373815493232109,0.9279628989365046,14.505323488063986,-1.3803382728988685,0.4878432169825344,0.43058132814163597,0.00028083340581040245,0.05966164373886123,7.327404642820524,10.327298508589974,7.310586577873049,1.5854686883511808,10.857003958314307,0.4187523841467044,0.9624526247251955
qwen-sup-answer__qwen25-7b-base__cot-math__all-linear-r16__s33__aef5dabe80,qwen_sup_answer,qwen25_7b_base,cot_math,33,16,1,answer,32000,31894,256,uniform,271828,0.26048446427193434,True,0.002035368574018648,44399.0,0.019562208200965877,6.888041432465698,14.438986123660317,42.50789792681159,11.901186415666833,0.015635737791850318,4.120870503578249,0.006577568636910518,0.7433148109122326,5.927816042763781,1.4035282124910256,13,45.16028762101968,28.24500328095828,57.714401826915605,51.32689283116194,15.67140983285043,1.4718221212946279,7,15.592264282854877,548.5731289259134,468.356881274869,486.3862215608988,180.2367569081269,34.13558889218539,1.2429972511026186,31.355189971551976,24.623622406290124,0.4031329883068423,0.012697748704197745,9.450182761170566,0.13576940801031667,0.9285489791260684,10.690918562106768,-0.9640846228741824,0.5331527249237767,0.4249215668002361,0.0002751219665751927,0.058719251365845215,7.666490308599396,8.494801729284491,7.67660029109176,1.5720393730672877,10.436336005417699,0.4115907451295278,0.9586012025661113
qwen-sup-full__qwen25-7b-base__cot-math__all-linear-r16__s11__738b8f7b67,qwen_sup_full,qwen25_7b_base,cot_math,11,16,1,all,32000,31898,256,uniform,271828,0.46255528073891106,True,0.10687092705815057,45878.0,0.40838377472391585,70.26798666604938,145.01868756714094,401.05632722503265,19.949983393704617,0.32767649564993917,25.533896204613868,0.07079183086332495,0.7362717365850358,2.008475702718592,1.790973937268546,102,115.55653292862313,227.37686019803124,116.04930236603012,228.66307108050944,197.8566404794633,1.7848470869499173,87,196.0527902486379,969.1959375119162,969.0038757046358,2422.3779521064007,908.7537260652445,110.00950946556735,8.060548059096,19.669425732429932,79.35508687830075,0.01739103698667292,0.153343052988663,21.378956427319057,-0.00039596036637457033,0.4531027124732564,0.24951176098935687,0.12078958267971218,1.0766112666002359,0.43058132814163597,0.00023599632562598655,0.07128487693430097,12.462749212209317,31.33702277540026,12.461398691517267,1.6597976633828273,44.06650827053949,0.4173846419710049,0.9619840496879667
qwen-sup-full__qwen25-7b-base__cot-math__all-linear-r16__s22__fde6bef701,qwen_sup_full,qwen25_7b_base,cot_math,22,16,1,all,32000,31899,256,uniform,271828,0.49387277426537346,True,0.09226482024137314,45211.0,0.40388002753752517,66.4721180260787,144.19917675667344,404.66341128086657,22.29311380860622,0.33180578899919055,24.945270787178135,0.0700543938265525,0.7350074882720367,1.9272236821920943,1.7887381830869715,103,115.01632466727206,226.97072031075288,115.87482326290974,229.19333326430475,197.2730162964868,1.7767109339231355,87,194.6493425108127,969.5566054043884,968.0467489206648,2423.168717931373,906.4289050608061,108.5799533019841,10.313322155025176,27.13849428083248,78.32388008436385,0.022857143197684168,0.14688928013435354,19.976358625570537,0.02106925270271398,0.4749211981772159,0.31178495858910743,0.1264066339930048,0.8797594956769867,0.4362418253625622,0.00023463244133349395,0.06844284451112503,12.347563054858993,30.164993462728102,12.348656670025626,1.6326571032859074,40.04286745180128,0.4178791625116605,0.9622574500703519
qwen-sup-full__qwen25-7b-base__cot-math__all-linear-r16__s33__d9a68500a9,qwen_sup_full,qwen25_7b_base,cot_math,33,16,1,all,32000,31894,256,uniform,271828,0.4675924895046769,True,0.09209682886591114,44399.0,0.40555142670928035,67.01992075691335,147.82185365528346,422.2957472923499,22.88076680930504,0.3260030476812972,24.61988972789454,0.06353934002349267,0.7354929267984318,1.8970099574954011,1.7865994324262162,102,114.06140177314806,223.8295501472677,114.79216335824051,225.79981034085708,195.29655525894646,1.7785410571219489,86,192.8279810426606,964.5627738788198,963.3888407031063,2423.627353357371,900.0393549424814,108.66086474728397,10.527904679173451,26.085414473758778,78.38224535480649,0.02167878478622397,0.14100594000943611,22.512410990936424,0.02313146978615943,0.468792947266959,0.04649181919885397,0.21280567354382868,2.826135783908549,0.4249215668002361,0.00023469198095747246,0.06773780303882947,12.403796198032854,30.313038382190776,12.404960294254693,1.6327294423539718,36.459993809727095,0.41678520846491696,0.9631235491951003
qwen-sup-reasoning__qwen25-7b-base__cot-math__all-linear-r16__s11__80046b8415,qwen_sup_reasoning,qwen25_7b_base,cot_math,11,16,1,reasoning,32000,31898,256,uniform,271828,0.419774288777104,True,0.10468505775121428,45878.0,0.4436265959084267,64.13951815764082,153.69157548097334,461.65760895945607,21.11075409147954,0.35987947492958483,24.85973629136454,0.0737338771953866,0.7378993504086798,1.8043942444159098,1.7872999587003375,101,114.15454443653582,223.43146864313235,115.30841838937857,226.527807905808,192.71620934613495,1.7731713412752725,84,188.77625663023775,965.772889433933,963.0323816549101,2443.873034445117,896.5391347800903,107.16654519485544,15.823841431916954,36.73092836298684,77.30432165091047,0.028236353727624515,0.1427229732621001,25.25830213912762,0.02025863040969289,0.4653797449035469,0.5346942629561766,0.10886441094287683,0.8218953805568525,0.43058132814163597,0.00022883662259066628,0.06986177643445678,12.410369702311835,30.026473138076657,12.414610361566545,1.6554836419344687,42.51974959531737,0.41783527154252337,0.9621547360408869
qwen-sup-reasoning__qwen25-7b-base__cot-math__all-linear-r16__s22__e918401fb8,qwen_sup_reasoning,qwen25_7b_base,cot_math,22,16,1,reasoning,32000,31899,256,uniform,271828,0.46036007958205977,True,0.09101142387601441,45211.0,0.41874264864600264,64.58776338967535,149.2568813762211,432.33308008936893,22.573831623160974,0.34239477869778057,25.06549108290642,0.07396954671406261,0.7370089488651432,1.9554035679548194,1.7873493402703016,103,114.8726694725755,226.99748540474766,115.9359592964064,229.7932117515811,198.49791414177622,1.771106553093697,88,194.91679839754863,970.6268889522589,968.3360041848518,2444.4185707128327,909.9024979787721,107.89140605079376,13.391246408335311,32.9581982546984,77.82719823200884,0.025359688502477072,0.14264726171150754,24.054024222045474,0.04282366698969686,0.461734074268947,0.45955718555371977,0.09979901046795138,0.7909300814312907,0.4362418253625622,0.00023105639231408992,0.06706225747381495,12.348603614844993,29.931883540741314,12.352408490306143,1.6276066959213935,38.620904566669694,0.41840102751801567,0.9623405711180139
qwen-sup-reasoning__qwen25-7b-base__cot-math__all-linear-r16__s33__0cf9bc9b84,qwen_sup_reasoning,qwen25_7b_base,cot_math,33,16,1,reasoning,32000,31894,256,uniform,271828,0.40980012936591875,True,0.0896678511262082,44399.0,0.4149600961172837,69.84364669346564,150.25310293414293,421.63461644445374,23.491197065764194,0.3342809312889585,25.002032760258455,0.059675877577330484,0.7375243444017666,1.4640679911292778,1.7901027526653444,104,115.64002825490141,229.24815365837088,116.16999203904997,230.80837180745303,203.19867681130498,1.7810630647970447,90,201.2246514953702,972.2491996834123,971.6956718452566,2449.186814422922,919.7577871591292,110.36417856416429,9.490068130324474,22.488145394457234,79.61092655315193,0.019852726565612273,0.15064884092011782,27.924832536667257,0.01655928549712249,0.44234204493125867,0.2087094922294804,0.19695955055366873,0.9676656907712744,0.4249215668002361,0.0002321025616378221,0.06957910759845483,12.406787930353753,31.684228045370368,12.406758791913184,1.6276335585064443,35.01593071834735,0.41693496896189414,0.9632128027184337
qwen25-cot-answer__qwen25-7b-base__cot-math__all-linear-r16__s11__79af89de7c,qwen25_cot_answer,qwen25_7b_base,cot_math,11,16,1,answer,32000,31898,256,uniform,271828,0.37219362615545126,True,0.020701107817685527,45878.0,0.01609463419299216,7.350865219510529,12.689227556622281,32.73871481953087,12.153440015828561,0.011420007886792127,4.261582817834445,0.0038055363135952973,0.7425551188308982,6.419284073595676,1.3945427566613604,12,43.74163397204258,26.063079830133454,57.040986342500744,48.939038507810366,16.402024373705405,1.503527840770289,8,16.179009076602405,542.9425232502989,455.8864919648595,417.2148460346551,169.25543738890718,34.787388374918464,1.1403652340126182,29.57150736066798,25.093796346986622,0.42696027455957924,0.012113043590825217,12.218697273759334,0.11373815493232109,0.9279628989365046,14.505323488063986,-1.3803382728988685,0.4878432169825344,0.43058132814163597,0.000264787319699096,0.05924928685964014,7.327404642820524,10.327298508589974,7.310586577873049,1.5854686883511808,10.857003958314307,0.4187523841467044,0.9624526247251955
qwen25-cot-answer__qwen25-7b-base__cot-math__all-linear-r16__s33__8a476b73c1,qwen25_cot_answer,qwen25_7b_base,cot_math,33,16,1,answer,32000,31894,256,uniform,271828,0.26020100565358756,True,0.015446243287804529,44399.0,0.019562208200965877,6.888041432465698,14.438986123660317,42.50789792681159,11.901186415666833,0.015635737791850318,4.120870503578249,0.006577568636910518,0.7433148109122326,5.927816042763781,1.4035282124910256,13,45.16028762101968,28.24500328095828,57.714401826915605,51.32689283116194,15.67140983285043,1.4718221212946279,7,15.592264282854877,548.5731289259134,468.356881274869,486.3862215608988,180.2367569081269,34.13558889218539,1.2429972511026186,31.355189971551976,24.623622406290124,0.4031329883068423,0.012697748704197745,9.450182761170566,0.13576940801031667,0.9285489791260684,10.690918562106768,-0.9640846228741824,0.5331527249237767,0.4249215668002361,0.00026678197817789416,0.061219132123883815,7.666490308599396,8.494801729284491,7.67660029109176,1.5720393730672877,10.436336005417699,0.4115907451295278,0.9586012025661113
