run_id,study,model_key,dataset_key,seed,adapter_rank,training_epochs,label_span,available_rows,distinct_rows,measured_rows,row_sampling,row_sample_seed,r_star_bits_per_value,r_star_bracketed,reference_bits_saved_per_token,train_response_tokens,base_codelength_bits_per_token,fisher_effective_rank,fisher_logdet,fisher_trace,hidden_effective_rank,margin_deficit_bits,residual_effective_rank,surprisal_variance_bits2,surprise_weighted_hidden_logdet,unit_gain_ntk_cost,angular_correction_channel_bits,angular_correction_energy_rank90,angular_correction_logdet,angular_correction_rd90_bits,centered_angular_correction_logdet,centered_angular_correction_rd90_bits,centered_correction_rd90_bits,correction_channel_bits,correction_energy_rank90,correction_information_bits,correction_rd90_bits,dataset_centered_correction_log_volume,dataset_correction_log_volume,dataset_fisher_log_volume,dataset_raw_correction_log_volume,trace_normalized_correction_logdet,coherent_correction_energy,coherent_energy_over_entropy,correction_channel_deficit_bits,angular_correction_channel_deficit_bits,coherent_fraction,correction_coverage_fraction,correction_intrinsic_dimension,correction_predictable_fraction,nearest_neighbour_cosine,prequential_correction_bits_per_row,prequential_decay_exponent,prequential_late_fraction,text_cross_row_redundancy,tokenizer_fertility,base_head_error_alignment,base_head_hidden_alignment,total_correction_channel_bits,within_between_energy_ratio,within_example_channel_bits,lora_correction_channel_bits,lora_correction_effective_rank,lora_layer_energy_centroid,lora_layer_energy_entropy,achieved_validation_nll_gain_bits_per_token,trainable_parameter_count,codec_count,ceiling_heldout_bits_saved,shape_r90_over_r50,adapter_bits_at_r90,heldout_tokens,train_tokens,corpus_rows,r50,r75,r90,r95
transposed-xbrl__gemma2-9b-instruct__xbrl-tags__all-linear-r16__s11__894096b802,transposed_xbrl,gemma2_9b_instruct,xbrl_tags,11,16,4,all,8000,8000,256,uniform,271828,0.24992278503872306,True,2.1614660535057646,2793.0,2.1853033814113587,11.81794932498119,91.54182057046037,1034.8192943982838,12.118049406562948,1.9005438569001853,9.648568944083076,0.5653409553030203,0.7702584066989817,0.054274721203564656,1.590888033070186,14,50.0994616663113,30.605372481612555,55.481044093052546,36.04891544425645,34.2596369514892,1.5746316299040748,13,35.04483486495332,29.004913694310904,248.36145210437832,219.90684912332682,1543.2706232570445,214.01962401839958,48.58245695966254,307.4635904667471,348.67238931134193,0.26284587116089253,0.2465894679947811,0.31171335618765544,0.025458765700821735,3.1156333476351112,0.5714812337973467,0.9822892216389527,20.60637002251957,0.3504061769777862,0.5317652474249243,0.917047740991403,0.2854750474489226,0.00021130807046969096,0.0638332521260735,10.24050989049632,9.708975793804022,10.2628224998307,0.43036862314872576,9.572512227930188,0.599881681106276,0.9556039148787169,2.1614660535057646,54018048,13,5847.913630058598,2.8439737686318187,13492815.00218213,2706,2793,8000,0.08782903135618927,0.15279160156559282,0.24978346130134377,0.32748526217688656
transposed-xbrl__gemma2-9b-instruct__xbrl-tags__all-linear-r16__s22__98749bb3b4,transposed_xbrl,gemma2_9b_instruct,xbrl_tags,22,16,4,all,8000,8000,256,uniform,271828,0.33174642103169305,True,2.202605345348233,2793.0,2.1853033814113587,11.81794932498119,91.54182057046037,1034.8192943982838,12.118049406562948,1.9005438569001853,9.648568944083076,0.5653409553030203,0.7702584066989817,0.054274721203564656,1.590888033070186,14,50.0994616663113,30.605372481612555,55.481044093052546,36.04891544425645,34.2596369514892,1.5746316299040748,13,35.04483486495332,29.004913694310904,248.36145210437832,219.90684912332682,1543.2706232570445,214.01962401839958,48.58245695966254,307.4635904667471,348.67238931134193,0.26284587116089253,0.2465894679947811,0.31171335618765544,0.025458765700821735,3.1156333476351112,0.5714812337973467,0.9822892216389527,20.60637002251957,0.3504061769777862,0.5317652474249243,0.917047740991403,0.2854750474489226,0.00021130807046969096,0.0638332521260735,10.24050989049632,9.708975793804022,10.2628224998307,0.43036862314872576,9.572512227930188,0.599881681106276,0.9556039148787169,2.202605345348233,54018048,13,6048.055140735288,3.379748730524723,17909902.862418357,2746,2770,8000,0.09810020848443604,0.171906789190306,0.3315540550894834,0.6202635766644633
transposed-xbrl__gemma2-9b-instruct__xbrl-tags__all-linear-r16__s33__39a6d4c469,transposed_xbrl,gemma2_9b_instruct,xbrl_tags,33,16,4,all,8000,8000,256,uniform,271828,0.26715954220061117,True,2.2102285305247977,2793.0,2.1853033814113587,11.81794932498119,91.54182057046037,1034.8192943982838,12.118049406562948,1.9005438569001853,9.648568944083076,0.5653409553030203,0.7702584066989817,0.054274721203564656,1.590888033070186,14,50.0994616663113,30.605372481612555,55.481044093052546,36.04891544425645,34.2596369514892,1.5746316299040748,13,35.04483486495332,29.004913694310904,248.36145210437832,219.90684912332682,1543.2706232570445,214.01962401839958,48.58245695966254,307.4635904667471,348.67238931134193,0.26284587116089253,0.2465894679947811,0.31171335618765544,0.025458765700821735,3.1156333476351112,0.5714812337973467,0.9822892216389527,20.60637002251957,0.3504061769777862,0.5317652474249243,0.917047740991403,0.2854750474489226,0.00021130807046969096,0.0638332521260735,10.24050989049632,9.708975793804022,10.2628224998307,0.43036862314872576,9.572512227930188,0.599881681106276,0.9556039148787169,2.2102285305247977,54018048,13,6395.782730926587,2.8175881450838594,14427307.165799093,2894,2756,8000,0.09479138755052477,0.15869949379195863,0.26708308981840834,0.4395640019655045
transposed-xbrl__llama31-8b-base__xbrl-tags__all-linear-r16__s11__869d64a97b,transposed_xbrl,llama31_8b_base,xbrl_tags,11,16,4,all,8000,8000,256,uniform,271828,0.364912681080308,True,1.0783443759132094,2861.0,0.9498679076787084,11.700987074860532,64.42634378007733,406.87588979680027,13.150437779162441,0.5721149157034233,13.568964220618229,0.13160054802723023,0.7764406707600109,0.043679691809881585,1.5456926941383686,15,51.44395899204764,32.81380031903703,62.00605857033792,44.57942130087847,44.037687818062786,1.5417028392607937,15,37.13426805619132,33.0083753116397,275.837397126756,230.11891400433473,1329.1818429755745,226.29416978274537,51.479026410612505,161.20798877743087,95.1786668311541,0.29577466180417367,0.2917848069265989,0.4115803300288604,0.019393609584211973,3.2570574636273606,0.4803544243344132,0.9777870389122989,19.841624200743524,0.26921171890506895,0.5403264775967288,0.917047740991403,0.296416210784861,0.0005200374524097463,0.09307838135157828,10.328853155818335,10.522467895086905,10.335435850738481,0.44656639772388995,15.765658238321315,0.30021070094109,0.888478147371847,1.0783443759132094,41943040,13,2984.8812441006753,3.164792917553317,15253105.346170897,2770,2861,8000,0.11490874121179355,0.20693625678669422,0.3636623703520512,0.48661598227888736
transposed-xbrl__llama31-8b-base__xbrl-tags__all-linear-r16__s22__ac7c22fb9d,transposed_xbrl,llama31_8b_base,xbrl_tags,22,16,4,all,8000,8000,256,uniform,271828,0.39817764188144705,True,1.041573788747189,2861.0,0.9498679076787084,11.700987074860532,64.42634378007733,406.87588979680027,13.150437779162441,0.5721149157034233,13.568964220618229,0.13160054802723023,0.7764406707600109,0.043679691809881585,1.5456926941383686,15,51.44395899204764,32.81380031903703,62.00605857033792,44.57942130087847,44.037687818062786,1.5417028392607937,15,37.13426805619132,33.0083753116397,275.837397126756,230.11891400433473,1329.1818429755745,226.29416978274537,51.479026410612505,161.20798877743087,95.1786668311541,0.29577466180417367,0.2917848069265989,0.4115803300288604,0.019393609584211973,3.2570574636273606,0.4803544243344132,0.9777870389122989,19.841624200743524,0.26921171890506895,0.5403264775967288,0.917047740991403,0.296416210784861,0.0005200374524097463,0.09307838135157828,10.328853155818335,10.522467895086905,10.335435850738481,0.44656639772388995,15.765658238321315,0.30021070094109,0.888478147371847,1.041573788747189,41943040,13,2939.990021264299,3.2432654578602733,16666704.394589955,2824,2860,8000,0.12252009684971948,0.22990003591096295,0.3973651980063905,0.5301995420880456
transposed-xbrl__llama31-8b-base__xbrl-tags__all-linear-r16__s33__c320da8c89,transposed_xbrl,llama31_8b_base,xbrl_tags,33,16,4,all,8000,8000,256,uniform,271828,0.36251331568883666,True,0.9948721528832574,2861.0,0.9498679076787084,11.700987074860532,64.42634378007733,406.87588979680027,13.150437779162441,0.5721149157034233,13.568964220618229,0.13160054802723023,0.7764406707600109,0.043679691809881585,1.5456926941383686,15,51.44395899204764,32.81380031903703,62.00605857033792,44.57942130087847,44.037687818062786,1.5417028392607937,15,37.13426805619132,33.0083753116397,275.837397126756,230.11891400433473,1329.1818429755745,226.29416978274537,51.479026410612505,161.20798877743087,95.1786668311541,0.29577466180417367,0.2917848069265989,0.4115803300288604,0.019393609584211973,3.2570574636273606,0.4803544243344132,0.9777870389122989,19.841624200743524,0.26921171890506895,0.5403264775967288,0.917047740991403,0.296416210784861,0.0005200374524097463,0.09307838135157828,10.328853155818335,10.522467895086905,10.335435850738481,0.44656639772388995,15.765658238321315,0.30021070094109,0.888478147371847,0.9948721528832574,41943040,13,2992.4376810551994,3.0701025424411936,15182045.19639868,3009,2835,8000,0.11790100146631856,0.20937284726633842,0.3619681643581075,0.4892890201182752
transposed-xbrl__mistral-7b-base__xbrl-tags__all-linear-r16__s11__1b9c049c38,transposed_xbrl,mistral_7b_base,xbrl_tags,11,16,4,all,8000,8000,256,uniform,271828,0.3248257360923682,True,1.7502965597601798,3589.0,1.7432780088856816,6.789814193103312,162.23832910986653,5319.370103345655,13.48038973543208,1.3196045709773898,10.574067481303622,0.12381756721818377,0.7449712374474718,0.027745275365481603,1.412230225770743,11,42.84606264436239,23.58176750984388,58.427164046286045,40.291266871527505,39.26566789095443,1.39705047364105,11,30.49830883599029,22.998511183064707,257.4403453303838,193.04991256042916,1858.2022598197345,190.83321817904493,42.27963356302627,2913.3709501126323,1511.995094271102,0.4404270274239168,0.4252472752942238,0.5608759535306664,0.011598541114569743,3.4300070592338083,0.47955788803620714,0.9856619431921889,18.32280004801111,0.2843846683365956,0.5395645173979918,0.917047740991403,0.378698224852071,0.0008809899328158904,0.18942156513288838,9.487690505020865,13.797537022596531,9.477369408897843,0.43569840277232114,11.490601309797848,0.30444276076214927,0.9007818288568069,1.750058053029732,41943040,13,6075.279358927584,2.6439048798860014,13624178.841951642,3471,3589,8000,0.12285832919464708,0.19740459826575568,0.3248257360923682,0.4076165619856239
transposed-xbrl__mistral-7b-base__xbrl-tags__all-linear-r16__s22__837fd0fed4,transposed_xbrl,mistral_7b_base,xbrl_tags,22,16,4,all,8000,8000,256,uniform,271828,0.45326361520930414,True,1.7569982688417147,3589.0,1.7432780088856816,6.789814193103312,162.23832910986653,5319.370103345655,13.48038973543208,1.3196045709773898,10.574067481303622,0.12381756721818377,0.7449712374474718,0.027745275365481603,1.412230225770743,11,42.84606264436239,23.58176750984388,58.427164046286045,40.291266871527505,39.26566789095443,1.39705047364105,11,30.49830883599029,22.998511183064707,257.4403453303838,193.04991256042916,1858.2022598197345,190.83321817904493,42.27963356302627,2913.3709501126323,1511.995094271102,0.4404270274239168,0.4252472752942238,0.5608759535306664,0.011598541114569743,3.4300070592338083,0.47955788803620714,0.9856619431921889,18.32280004801111,0.2843846683365956,0.5395645173979918,0.917047740991403,0.378698224852071,0.0008809899328158904,0.18942156513288838,9.487690505020865,13.797537022596531,9.477369408897843,0.43569840277232114,11.490601309797848,0.30444276076214927,0.9007818288568069,1.7569982688417147,41943040,13,6236.792669048196,3.5612937129257274,19001833.95648561,3550,3594,8000,0.12721192402036524,0.2354773322263435,0.45303902522291206,0.5992847844903737
transposed-xbrl__mistral-7b-base__xbrl-tags__all-linear-r16__s33__5d691f66e7,transposed_xbrl,mistral_7b_base,xbrl_tags,33,16,4,all,8000,8000,256,uniform,271828,0.33020559089209345,True,1.7351845442355498,3589.0,1.7432780088856816,6.789814193103312,162.23832910986653,5319.370103345655,13.48038973543208,1.3196045709773898,10.574067481303622,0.12381756721818377,0.7449712374474718,0.027745275365481603,1.412230225770743,11,42.84606264436239,23.58176750984388,58.427164046286045,40.291266871527505,39.26566789095443,1.39705047364105,11,30.49830883599029,22.998511183064707,257.4403453303838,193.04991256042916,1858.2022598197345,190.83321817904493,42.27963356302627,2913.3709501126323,1511.995094271102,0.4404270274239168,0.4252472752942238,0.5608759535306664,0.011598541114569743,3.4300070592338083,0.47955788803620714,0.9856619431921889,18.32280004801111,0.2843846683365956,0.5395645173979918,0.917047740991403,0.378698224852071,0.0008809899328158904,0.18942156513288838,9.487690505020865,13.797537022596531,9.477369408897843,0.43569840277232114,11.490601309797848,0.30444276076214927,0.9007818288568069,1.7351845442355498,41943040,13,6546.5248273233965,2.7574093931193344,13838970.209892564,3774,3551,8000,0.11965824233081676,0.19836938655083067,0.3299467613671437,0.38698812731255106
transposed-xbrl__qwen25-7b-base__xbrl-tags__all-linear-r16__s11__78c93c4f2e,transposed_xbrl,qwen25_7b_base,xbrl_tags,11,16,4,all,8000,8000,256,uniform,271828,0.4562831086122857,True,0.7449737436952788,2861.0,0.64010652989964,11.782382793024826,93.27957688695449,1443.5872866702794,9.000382892061067,0.5161319119360996,10.757850251912096,0.15619095174037984,0.731812165000201,0.19070473555396023,1.6358816972332197,12,47.7648016178965,27.89648879473338,48.2212653235531,28.35885142845258,26.78802931202365,1.5958384377432262,12,33.36981459376872,26.56910746151391,185.7423848177822,180.36150653572258,1385.015088449188,173.13694688782718,46.26038580295781,181.07171812874992,222.7146284385166,0.24163906332174112,0.2015958038317469,0.14810926782357572,0.03458965403823563,3.087550103943929,0.3346139110497077,0.9867901003871012,11.739903245122553,0.1697618212377961,0.5280203535118776,0.917047740991403,0.296416210784861,0.00031015483501944236,0.030502499177830166,9.599660238180586,10.502965949456025,9.60553322576543,0.4468025727011379,15.024424356585634,0.5193579017872413,0.9855092594346955,0.7449737436952788,40370176,13,2062.71942620125,2.7486730203534138,18389879.724223685,2770,2861,8000,0.16572772412267706,0.27109629220018244,0.45553132402057606,0.5996409580701791
transposed-xbrl__qwen25-7b-base__xbrl-tags__all-linear-r16__s22__005fac1c80,transposed_xbrl,qwen25_7b_base,xbrl_tags,22,16,4,all,8000,8000,256,uniform,271828,0.4759775715955198,True,0.6938735725794088,2861.0,0.64010652989964,11.782382793024826,93.27957688695449,1443.5872866702794,9.000382892061067,0.5161319119360996,10.757850251912096,0.15619095174037984,0.731812165000201,0.19070473555396023,1.6358816972332197,12,47.7648016178965,27.89648879473338,48.2212653235531,28.35885142845258,26.78802931202365,1.5958384377432262,12,33.36981459376872,26.56910746151391,185.7423848177822,180.36150653572258,1385.015088449188,173.13694688782718,46.26038580295781,181.07171812874992,222.7146284385166,0.24163906332174112,0.2015958038317469,0.14810926782357572,0.03458965403823563,3.087550103943929,0.3346139110497077,0.9867901003871012,11.739903245122553,0.1697618212377961,0.5280203535118776,0.917047740991403,0.296416210784861,0.00031015483501944236,0.030502499177830166,9.599660238180586,10.502965949456025,9.60553322576543,0.4468025727011379,15.024424356585634,0.5193579017872413,0.9855092594346955,0.6938735725794088,40370176,13,1958.0199885305035,2.9526008321861323,19164683.612966366,2824,2860,8000,0.16078157303077137,0.2999857291776136,0.474723806330851,0.6035987117842001
transposed-xbrl__qwen25-7b-base__xbrl-tags__all-linear-r16__s33__0860a60647,transposed_xbrl,qwen25_7b_base,xbrl_tags,33,16,4,all,8000,8000,256,uniform,271828,0.49496137221767006,True,0.6640476532190973,2861.0,0.64010652989964,11.782382793024826,93.27957688695449,1443.5872866702794,9.000382892061067,0.5161319119360996,10.757850251912096,0.15619095174037984,0.731812165000201,0.19070473555396023,1.6358816972332197,12,47.7648016178965,27.89648879473338,48.2212653235531,28.35885142845258,26.78802931202365,1.5958384377432262,12,33.36981459376872,26.56910746151391,185.7423848177822,180.36150653572258,1385.015088449188,173.13694688782718,46.26038580295781,181.07171812874992,222.7146284385166,0.24163906332174112,0.2015958038317469,0.14810926782357572,0.03458965403823563,3.087550103943929,0.3346139110497077,0.9867901003871012,11.739903245122553,0.1697618212377961,0.5280203535118776,0.917047740991403,0.296416210784861,0.00031015483501944236,0.030502499177830166,9.599660238180586,10.502965949456025,9.60553322576543,0.4468025727011379,15.024424356585634,0.5193579017872413,0.9855092594346955,0.6640476532190973,40370176,13,1996.6286126927534,2.8329540146577834,19928967.48379677,3009,2835,8000,0.17425475218892497,0.31150233650122555,0.4936556997868122,0.631935769795939
transposed-xbrl__qwen25-math-7b-base__xbrl-tags__all-linear-r16__s11__a71aedbcd3,transposed_xbrl,qwen25_math_7b_base,xbrl_tags,11,16,4,all,8000,8000,256,uniform,271828,0.6235569415611137,True,1.6209656501100593,2861.0,1.5291278172517195,10.203406241603577,97.73536148464396,1016.3446643374216,12.123206834295265,1.1004269855329767,12.068695319433047,0.30297163366106006,0.7498469799350763,0.05990462964525597,1.5049917241742543,13,49.29697623223794,30.01446897327299,62.184852925911834,46.31547671392348,46.44825728233567,1.5001552471487487,14,35.73301543403519,30.41823021672108,308.3064645641682,246.63029909905873,1640.0589712602891,245.18361779440727,49.536477802013,446.6579398359951,253.7970432160823,0.3373222539162184,0.332485776890713,0.44904262733142514,0.016276070059462047,3.3915760651155615,0.4029949446716843,0.9723314085814949,14.691581268137583,0.20003727655288633,0.5359559706108825,0.917047740991403,0.296416210784861,0.0003808384944882904,0.030326307770858225,10.04797989241909,10.09857465963431,10.068447325866975,0.4281692098896538,10.070952781545488,0.45108493279569895,0.9726239759417669,1.6209656501100593,40370176,13,4487.346427307399,3.2150867841376933,25135284.592231955,2770,2861,8000,0.1936557800129512,0.4035729945253191,0.6226201389915158,0.7611447806492995
transposed-xbrl__qwen25-math-7b-base__xbrl-tags__all-linear-r16__s22__6de553bebc,transposed_xbrl,qwen25_math_7b_base,xbrl_tags,22,16,4,all,8000,8000,256,uniform,271828,0.6120829350364034,True,1.6121328765596372,2861.0,1.5291278172517195,10.203406241603577,97.73536148464396,1016.3446643374216,12.123206834295265,1.1004269855329767,12.068695319433047,0.30297163366106006,0.7498469799350763,0.05990462964525597,1.5049917241742543,13,49.29697623223794,30.01446897327299,62.184852925911834,46.31547671392348,46.44825728233567,1.5001552471487487,14,35.73301543403519,30.41823021672108,308.3064645641682,246.63029909905873,1640.0589712602891,245.18361779440727,49.536477802013,446.6579398359951,253.7970432160823,0.3373222539162184,0.332485776890713,0.44904262733142514,0.016276070059462047,3.3915760651155615,0.4029949446716843,0.9723314085814949,14.691581268137583,0.20003727655288633,0.5359559706108825,0.917047740991403,0.296416210784861,0.0003808384944882904,0.030326307770858225,10.04797989241909,10.09857465963431,10.068447325866975,0.4281692098896538,10.070952781545488,0.45108493279569895,0.9726239759417669,1.6121328765596372,40370176,13,4551.6219189199,2.9914145136560992,24696373.87923561,2824,2860,8000,0.20450124301487416,0.3818514299998677,0.6117479864154075,0.7279349299787071
transposed-xbrl__qwen25-math-7b-base__xbrl-tags__all-linear-r16__s33__d1549a4215,transposed_xbrl,qwen25_math_7b_base,xbrl_tags,33,16,4,all,8000,8000,256,uniform,271828,0.6143420461639477,True,1.5708012114570957,2861.0,1.5291278172517195,10.203406241603577,97.73536148464396,1016.3446643374216,12.123206834295265,1.1004269855329767,12.068695319433047,0.30297163366106006,0.7498469799350763,0.05990462964525597,1.5049917241742543,13,49.29697623223794,30.01446897327299,62.184852925911834,46.31547671392348,46.44825728233567,1.5001552471487487,14,35.73301543403519,30.41823021672108,308.3064645641682,246.63029909905873,1640.0589712602891,245.18361779440727,49.536477802013,446.6579398359951,253.7970432160823,0.3373222539162184,0.332485776890713,0.44904262733142514,0.016276070059462047,3.3915760651155615,0.4029949446716843,0.9723314085814949,14.691581268137583,0.20003727655288633,0.5359559706108825,0.917047740991403,0.296416210784861,0.0003808384944882904,0.030326307770858225,10.04797989241909,10.09857465963431,10.068447325866975,0.4281692098896538,10.070952781545488,0.45108493279569895,0.9726239759417669,1.5708012114570957,40370176,13,4723.9263258742385,3.090182922462162,24767851.730529547,3009,2835,8000,0.1985379385667612,0.3942369603531745,0.6135185472198473,0.7392241109678312
transposed-xbrl__qwen3-8b-base__xbrl-tags__all-linear-r16__s11__1f45ae1204,transposed_xbrl,qwen3_8b_base,xbrl_tags,11,16,4,all,8000,8000,256,uniform,271828,0.5130798662735794,True,0.726292712254625,2861.0,0.6042987438850105,10.393117647816231,63.454118372603624,642.3270990250201,10.62363498909729,0.3603639990615193,11.079898019645077,0.173221058608132,0.7005230700266444,0.09661464369937507,1.5445947593739096,10,42.067636303315446,22.591983266308095,46.42683114631361,26.673196032451486,27.357508102875464,1.570401563963556,11,31.345344477010226,24.05062752776201,165.4530045100603,150.1146654833147,1059.331418898802,151.47001123121828,43.45387429583978,185.58185385168213,137.19606139763408,0.26707593710141153,0.2928827416910573,0.3267113674688873,0.02080384208480647,3.2160076710452805,0.11699759358618533,0.9878419084393671,3.7072324272231323,0.1367173285303431,0.542614501045291,0.917047740991403,0.296416210784861,0.0002649973764708362,0.05922770843271457,8.592800942520604,13.268480947586413,8.52228984160905,0.44621377058925693,14.678873448554475,0.5649262663207124,0.9221069355465548,0.726292712254625,43646976,13,2009.323543268928,3.21587504119366,22315277.032039408,2770,2861,8000,0.15898236670602087,0.31907298500161624,0.5112674250797904,0.6449126654744314
transposed-xbrl__qwen3-8b-base__xbrl-tags__all-linear-r16__s22__49ec4b5e94,transposed_xbrl,qwen3_8b_base,xbrl_tags,22,16,4,all,8000,8000,256,uniform,271828,0.5365722516151945,True,0.685431696025237,2861.0,0.6042987438850105,10.393117647816231,63.454118372603624,642.3270990250201,10.62363498909729,0.3603639990615193,11.079898019645077,0.173221058608132,0.7005230700266444,0.09661464369937507,1.5445947593739096,10,42.067636303315446,22.591983266308095,46.42683114631361,26.673196032451486,27.357508102875464,1.570401563963556,11,31.345344477010226,24.05062752776201,165.4530045100603,150.1146654833147,1059.331418898802,151.47001123121828,43.45387429583978,185.58185385168213,137.19606139763408,0.26707593710141153,0.2928827416910573,0.3267113674688873,0.02080384208480647,3.2160076710452805,0.11699759358618533,0.9878419084393671,3.7072324272231323,0.1367173285303431,0.542614501045291,0.917047740991403,0.296416210784861,0.0002649973764708362,0.05922770843271457,8.592800942520604,13.268480947586413,8.52228984160905,0.44621377058925693,14.678873448554475,0.5649262663207124,0.9221069355465548,0.685431696025237,43646976,13,1934.3818039102682,3.1551678411260653,23329090.705067605,2824,2860,8000,0.16940303434007303,0.31970433678534416,0.5344950061389729,0.723137203462766
transposed-xbrl__qwen3-8b-base__xbrl-tags__all-linear-r16__s33__b30054415c,transposed_xbrl,qwen3_8b_base,xbrl_tags,33,16,4,all,8000,8000,256,uniform,271828,0.5507486303667006,True,0.6676922306063575,2861.0,0.6042987438850105,10.393117647816231,63.454118372603624,642.3270990250201,10.62363498909729,0.3603639990615193,11.079898019645077,0.173221058608132,0.7005230700266444,0.09661464369937507,1.5445947593739096,10,42.067636303315446,22.591983266308095,46.42683114631361,26.673196032451486,27.357508102875464,1.570401563963556,11,31.345344477010226,24.05062752776201,165.4530045100603,150.1146654833147,1059.331418898802,151.47001123121828,43.45387429583978,185.58185385168213,137.19606139763408,0.26707593710141153,0.2928827416910573,0.3267113674688873,0.02080384208480647,3.2160076710452805,0.11699759358618533,0.9878419084393671,3.7072324272231323,0.1367173285303431,0.542614501045291,0.917047740991403,0.296416210784861,0.0002649973764708362,0.05922770843271457,8.592800942520604,13.268480947586413,8.52228984160905,0.44621377058925693,14.678873448554475,0.5649262663207124,0.9221069355465548,0.6676922306063575,43646976,13,2006.5373875510334,3.232664971840609,23894961.924412817,3009,2835,8000,0.1693524506856464,0.3152308351252721,0.5474597352268532,0.7271272335999516
